C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2012-10-29T14.58.15.487000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2006-10-17T03.54.10.321000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2009-05-18T14_26_37.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2013-11-13T09.28.23.988000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2011-11-26T10.14.58.995000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2012-02-27T09.01.48.180000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2006-06-27T01_41_47.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2015-08-24T03.32.30.868000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2016-04-20T10.43.45.398000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2012-11-19T16_29_53.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2011-09-18T01.48.51.694000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2012-09-01T21.52.28.128000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2015-05-12T14.54.17.756000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/1995-11-09T01.11.14.919000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2016-09-22T09.31.17.711000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2019-02-05T13.49.32.398000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2008-05-04T03.38.59.408000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2016-12-30T19_39_12.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2010-01-19T08.31.56.232000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2015-07-31T22.43.44.882000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2011-08-30T08_34_49.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/1993-03-06T01.30.25.803000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2010-11-29T06_21_47.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2019-10-04T17_48_41.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2019-01-31T06.15.29.963000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2020-02-15T14.24.42.957000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2012-08-10T06_28_27.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2012-05-13T16.09.07.543000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2018-03-07T01_32_02.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2008-08-13T21.32.26.989000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/1993-03-03T11.27.21.514000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/1992-10-19T13.22.25.417000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2016-05-11T08.13.27.567000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2016-01-23T13_29_01.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2015-11-16T23.20.44.927000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2017-08-12T11.42.05.873000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2010-12-25T07.56.35.681000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2008-02-24T09.07.07.150000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/1992-06-18T12.48.53.067000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2014-12-10T14.59.11.969000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2011-01-10T05.26.40.866000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2008-03-13T12.28.22.544000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/1999-01-03T22_41_40.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2002-01-05T00.43.54.143000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2006-12-19T00_14_16.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2013-10-24T19.47.45.946000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2017-10-03T07.27.37.156000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2013-08-01T03.23.51.873000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2011-12-23T08.59.51.594000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2001-07-06T06_58_53.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2020-02-19T00.30.42.449000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2001-08-13T07_55_47.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2009-10-28T01.33.00.980000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2013-12-29T15.46.21.534000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2018-06-01T03.00.18.248000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2018-07-29T15.21.52.192000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/1999-03-13T11.27.35.445000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2007-03-21T03_20_02.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2008-02-24T00.18.57.507000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2012-05-05T16_25_20.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2016-01-13T10.33.10.370000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2016-04-22T18.07.42.006000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2003-09-07T14_39_12.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2015-07-04T23.14.43.279000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2016-11-26T01.25.53.641000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2008-02-24T03.25.54.392000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2017-07-03T16.21.45.158000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2000-05-19T06_55_34.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2003-08-02T04_14_46.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2020-03-28T19_56_52.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2009-06-14T06.23.35.937000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2002-10-08T20.57.37.569000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2011-01-22T21_31_28.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2007-05-04T20.16.08.546000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2019-12-26T16.20.28.332000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2010-08-06T03_09_28.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2016-03-06T04.58.26.867000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2017-02-01T12.23.28.390000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2012-03-05T12.13.15.713000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2008-01-02T11.29.35.103000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2019-11-24T15.46.54.230000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2015-12-09T13_43_22.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2010-06-15T21.13.25.926000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2014-08-14T03_35_30.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2009-10-28T04.47.42.609000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2013-12-04T01.58.54.103000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2012-09-23T17_55_44.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2007-11-21T12_04_31.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2008-09-28T19.54.56.196000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2015-06-17T14.34.56.584000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2018-08-25T22_32_57.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2015-09-26T17_21_46.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2009-03-25T11.03.58.268000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2016-02-01T18.04.27.267000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2013-09-07T07.07.00.245000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2011-10-14T00.15.03.910000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2001-12-31T02_36_30.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2005-12-31T14_51_26.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2016-10-06T15.53.10.708000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2018-07-16T19.17.50.959000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2014-10-22T09.01.08.630000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2015-12-20T23.35.07.370000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2018-02-02T02.11.56.403000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2012-04-10T10.57.57.961000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2009-08-19T23.44.45.798000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2018-04-20T04.41.16.321000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2017-01-05T09.10.07.041000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2007-07-23T21_40_59.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2006-06-06T19_44_20.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2010-12-14T18.01.30.101000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2001-10-16T03_30_21.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2018-01-09T18.36.46.639000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2011-01-07T23.45.59.091000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2006-05-06T11.22.57.901000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2002-01-04T21_52_16.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2016-05-01T18.46.46.106000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2020-01-16T13.46.41.627000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2015-01-18T10.11.05.737000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2016-07-14T05.29.13.264000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2019-12-25T12.50.46.491000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2009-07-22T02.02.57.066000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2009-06-06T10_29_11.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2016-08-18T10.31.29.392000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2017-04-20T22.37.52.972000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2006-09-12T13_52_02.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2015-12-03T00.58.30.020000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2002-09-15T23_23_10.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2011-09-08T18.33.51.141000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2005-05-20T08.30.52.007000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2011-12-30T02.58.22.982000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2006-01-06T02_30_48.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2002-06-30T04_14_23.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2013-07-19T04.48.27.265000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2014-06-23T22.17.20.046000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2001-04-16T03.29.51.755000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/1994-09-14T18.18.04.722000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2002-01-01T21_21_36.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2016-01-12T23.54.05.283000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2016-09-13T12_13_41.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2005-03-27T22_18_21.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2013-09-08T18.54.42.803000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2016-09-03T06.58.27.100000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2009-03-12T22.42.53.232000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2014-03-17T23.26.33.416000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2011-03-01T09.58.46.849000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2008-02-21T03.06.42.610000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2016-08-09T23.26.07.130000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2010-09-01T22_02_56.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/1994-09-01T09.21.29.425000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2014-04-28T00.33.58.162000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2009-06-24T00_54_50.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2003-03-29T16_23_16.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2019-01-06T10.00.19.489000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2001-10-05T08.51.52.918000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2018-10-17T10.35.18.376000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2008-07-23T03.43.43.779000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2017-10-12T15.53.06.210000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2016-08-14T04.44.41.304000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2014-04-25T09.15.29.982000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2010-07-30T01.09.13.110000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2016-07-04T20.01.36.405000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2004-08-14T20_03_51.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2019-06-22T01_31_07.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2012-07-21T09.40.08.297000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2016-12-01T11.57.42.360000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2018-11-22T05.53.49.530000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2011-12-24T04.00.47.028000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2012-12-19T19.47.34.264000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2009-02-23T09.24.55.016000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2011-07-09T14.26.59.334000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2009-06-26T14.56.27.113000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2007-08-01T20.04.42.697000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2009-02-19T00.13.42.120000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2015-02-27T23_57_19.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2014-06-02T03_23_10.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2016-09-24T06.11.52.057000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2002-01-27T04.28.03.289000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2018-10-13T07_23_15.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2019-09-23T21_59_11.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2017-08-14T00_40_55.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2017-08-04T10.24.30.171000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2017-05-04T05.38.36.803000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2017-05-02T15.44.41.369000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2001-05-25T00.55.08.739000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/1999-12-04T15_45_31.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2011-06-10T09.48.37.893000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2016-05-09T10.50.49.010000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2016-09-17T03.38.33.899000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2012-07-23T04.41.37.727000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2017-11-28T12.54.41.641000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2011-10-28T03.13.43.335000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2004-09-07T23_04_48.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2019-04-26T17_27_30.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2009-04-27T12_21_55.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2016-11-06T23.04.52.230000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2015-09-08T13_46_17.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2016-04-11T03.54.59.811000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/1994-02-12T03.16.57.533000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2014-12-11T19.31.07.455000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2008-09-29T09.02.02.668000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2018-05-11T07.12.00.961000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2008-12-10T09_19_01.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2009-01-21T14.58.53.280000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2006-09-17T21_37_34.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2011-05-20T08_18_03.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/1994-03-10T12.03.42.597000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2015-12-20T11.00.31.780000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2009-08-16T08.21.31.431000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2016-08-24T04_28_26.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2019-10-18T14.58.16.994000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2010-03-01T19.07.42.930000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/explosions/2018-09-17T04.20.10.802000Z.h5,explosion
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2018-10-31T15_38_43.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2019-07-22T06_43_57.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2006-01-05T18_59_36.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2008-06-05T04.48.57.468000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2008-10-21T09_04_29.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/noise/2007-07-25T19_43_19.000000Z.h5,noise
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2017-09-17T19.25.40.501000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2012-01-06T04.13.21.767000Z.h5,earthquake
C:\Documents\Thesis_ssd\data_tord_may2020/earthquakes/2017-04-30T00.06.35.774000Z.h5,earthquake
